Player;Score;Time;DateUnknown_Player;3;2;21:40:26  08.02.2022
Unknown_Player;57;21;21:40:56  08.02.2022
Unknown_Player;26;3;21:44:22  08.02.2022
Unknown_Player;48;3;21:54:01  08.02.2022
Unknown_Player;0;2;21:59:20  08.02.2022
